ConversationId,TurnNo,UtteranceId,Speaker,Utterance,Intent,Slot 
409,6,409_6,Bot,May I help you with anything else ?,,
409,7,409_7,User,train fare,train_fare,OO
409,8,409_8,Bot,What will be your source station?,,
409,9,409_9,User,"Sure, Ongole",inform,OSource
409,10,409_10,Bot,What is your Destination?,,
409,11,409_11,User,Yeah its Vizianagram junction,inform,OODestinationDestination
409,12,409_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
409,13,409_13,User,3a,inform,ClassCode
409,14,409_14,Bot,Total Fare is Rs.549,,
409,15,409_15,Bot,May I help you with anything else ?,,
409,16,409_16,User,No,deny,O
409,17,409_17,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
410,0,410_0,User,Hello,greet,O
410,1,410_1,Bot,Hello. Apni query bataye,,
410,2,410_2,User,train map of coaches,coach_layout,OOOO
410,3,410_3,Bot,Can I have your train number,,
410,4,410_4,User,Oh! 13483,inform,OTrainNo
410,5,410_5,Bot,"1) Engine - ENG
2) Parcel Van - VP
3) Gen/Disabled - GRD
4) General - GN
5) General - GN
6) General - GN
7) General - GN
8) AC 2 tier - A1
9) AC 3 tier - B1
10) AC 3 tier - B2
11) Pantry - PC
12) Sleeper - S1
13) Sleeper - S2
14) Sleeper - S3
15) Sleeper - S4
16) Sleeper - S5
17) Sleeper - S6
18) Sleeper - S7
19) Sleeper - S8
20) Sleeper - S9
21) General - GN
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
410,6,410_6,Bot,Let me know if I can help you with anything else.,,
410,7,410_7,User,what is the cost of Sleeper,train_fare,OOOOOClassCode
410,8,410_8,Bot,Please enter source station,,
410,9,410_9,User,"Sure, Barh",inform,OSource
410,10,410_10,Bot,What travelling Destination you would like to go?,,
410,11,410_11,User,"Sure, Firozabad",inform,ODestination
410,12,410_12,Bot,Total Fare is Rs.451.0,,
410,13,410_13,Bot,Anything else I can assist you with ?,,
410,14,410_14,User,Nahi,deny,O
410,15,410_15,Bot,Sevak se sampark karne k liye dhanyawad,,
411,0,411_0,User,Hello,greet,O
411,1,411_1,Bot,Hello. Apni query bataye,,
411,2,411_2,User,train kitni badi hai,coach_layout,OOOO
411,3,411_3,Bot,Can I have your train number,,
411,4,411_4,User,Oh! 12295,inform,OTrainNo
411,5,411_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) Sleeper - S8
13) Sleeper - S9
14) Pantry - PC
15) Sleeper - S10
16) Sleeper - S11
17) AC 3 tier - B1
18) AC 3 tier - B2
19) AC 3 tier - B3
20) AC 3 tier - B4
21) AC 2 tier - A1
22) AC 2 tier - A2
23) AC 2 tier - A3
24) General - GN
25) Gen/Disabled - GRD",,
411,6,411_6,Bot,May I help you with anything else ?,,
411,7,411_7,User,what is the price of 2AC,train_fare,OOOOOClassCode
411,8,411_8,Bot,Please enter source station,,
411,9,411_9,User,"Sure, Sirpur kagazngr",inform,OSourceSource
411,10,411_10,Bot,Where would you like to go?,,
411,11,411_11,User,"Sure, Ghoradongri",inform,ODestination
411,12,411_12,Bot,Total Fare is Rs.760.5,,
411,13,411_13,Bot,May I help you with anything else ?,,
411,14,411_14,User,No,deny,O
411,15,411_15,Bot,Sevak se sampark karne k liye dhanyawad,,
412,0,412_0,User,Hello,greet,O
412,1,412_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
412,2,412_2,User,layout of coaches,coach_layout,OOO
412,3,412_3,Bot,Can I have your train number,,
412,4,412_4,User,Yeah its 12863,inform,OOTrainNo
412,5,412_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) Sleeper - S8
13) Sleeper - S9
14) Sleeper - S10
15) Sleeper - S11
16) Sleeper - S12
17) Sleeper - S13
18) Pantry - PC
19) Sleeper - S14
20) AC 3 tier - B1
21) AC 3 tier - B2
22) AC 3 tier - B3
23) AC 2 tier - A1
24) General - GN
25) Gen/Disabled - GRD",,
412,6,412_6,Bot,May I help you with anything else ?,,
412,7,412_7,User,what is the price of 2ac from Balasore to Bangarapet,train_fare,OOOOOClassCodeOSourceODestination
412,8,412_8,Bot,Total Fare is Rs.2475.0,,
412,9,412_9,Bot,Let me know if I can help you with anything else.,,
412,10,412_10,User,Nahi,deny,O
412,11,412_11,Bot,Sevak se sampark karne k liye dhanyawad,,
413,0,413_0,User,Hello,greet,O
413,1,413_1,Bot,Hello. Apni query bataye,,
413,2,413_2,User,12642 me kitne tarah dibbe hain,coach_layout,TrainNoOOOOO
413,3,413_3,Bot,"1) Engine - ENG
2) Parcel Van - VP
3) Parcel Van - VP
4) Gen/Disabled - GRD
5) General - GN
6) General - GN
7) AC 2 tier - A1
8) AC 2 tier - A2
9) AC 3 tier - B1
10) AC 3 tier - B2
11) AC 3 tier - B3
12) Sleeper - S8
13) Sleeper - S7
14) Pantry - PC
15) Sleeper - S6
16) Sleeper - S5
17) Sleeper - S4
18) Sleeper - S3
19) Sleeper - S2
20) Sleeper - S1
21) General - GN
22) General - GN
23) Gen/Disabled - GRD",,
413,4,413_4,Bot,May I help you with anything else ?,,
413,5,413_5,User,what is the price of 2S ,train_fare,OOOOOClassCodeO
413,6,413_6,Bot,Please enter source station,,
413,7,413_7,User,I will travel from Nagpur,inform,OOOOSource
413,8,413_8,Bot,What travelling Destination you would like to go?,,
413,9,413_9,User,I will travel to Villuparam junction,inform,OOOODestinationDestination
413,10,413_10,Bot,Total Fare is Rs.None,,
413,11,413_11,Bot,Let me know if I can help you with anything else.,,
413,12,413_12,User,Bas aur kuch nahi,deny,OOOO
413,13,413_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
414,0,414_0,User,namaskar ji,greet,OO
414,1,414_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
414,2,414_2,User,show me the coach layout,coach_layout,OOOOO
414,3,414_3,Bot,Can I have your train number,,
414,4,414_4,User,12509,inform,TrainNo
414,5,414_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) Sleeper - S1
4) Sleeper - S2
5) Pantry - PC
6) Sleeper - S3
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) AC 3 tier - B4
11) AC 3 tier - B5
12) AC 2 tier - A1
13) AC 3 tier - B6
14) AC 3 tier - B7
15) AC 2 tier - A2
16) Sleeper - S4
17) Sleeper - S5
18) Sleeper - S6
19) Sleeper - S7
20) Sleeper - S8
21) Sleeper - S9
22) Sleeper - S10
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
414,6,414_6,Bot,Anything else I can assist you with ?,,
414,7,414_7,User,what is the cost of 1a,train_fare,OOOOOClassCode
414,8,414_8,Bot,From which station you would like to start?,,
414,9,414_9,User,I will travel from Bangarapet,inform,OOOOSource
414,10,414_10,Bot,What travelling Destination you would like to go?,,
414,11,414_11,User,"Sure, Kamakhya",inform,ODestination
414,12,414_12,Bot,Total Fare is Rs.5830,,
414,13,414_13,Bot,Let me know if I can help you with anything else.,,
414,14,414_14,User,No,deny,O
414,15,414_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
415,0,415_0,User,good evening,greet,OO
415,1,415_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
415,2,415_2,User,12291 me kitne tarah ke coaches uplabdh hai,coach_layout,TrainNoOOOOOOO
415,3,415_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) Sleeper - S1
5) Sleeper - S2
6) Sleeper - S3
7) Sleeper - S4
8) Sleeper - S5
9) Sleeper - S6
10) Sleeper - S7
11) Sleeper - S8
12) Sleeper - S9
13) Sleeper - S10
14) Sleeper - S11
15) Sleeper - S12
16) Pantry - PC
17) Sleeper - S13
18) Sleeper - S14
19) Sleeper - S15
20) AC 3 tier - B1
21) AC 3 tier - B2
22) AC 2 tier - A1
23) General - GN
24) Gen/Disabled - GRD",,
415,4,415_4,Bot,Anything else I can assist you with ?,,
415,5,415_5,User,ticket fare,train_fare,OO
415,6,415_6,Bot,From which station you would like to start?,,
415,7,415_7,User,Yeah its Yesvantpur junction,inform,OOSourceSource
415,8,415_8,Bot,What travelling Destination you would like to go?,,
415,9,415_9,User,Yeah its Walajah road junction,inform,OODestinationDestinationDestination
415,10,415_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
415,11,415_11,User,sleeper,inform,ClassCode
415,12,415_12,Bot,Total Fare is Rs.133.0,,
415,13,415_13,Bot,May I help you with anything else ?,,
415,14,415_14,User,Nahi,deny,O
415,15,415_15,Bot,Sevak se sampark karne k liye dhanyawad,,
416,0,416_0,User,Hello,greet,O
416,1,416_1,Bot,Hello. Apni query bataye,,
416,2,416_2,User,train 12641 ka coach layout dikhlaye,coach_layout,OTrainNoOOOO
416,3,416_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) Sleeper - S1
7) Sleeper - S2
8) Sleeper - S3
9) Sleeper - S4
10) Sleeper - S5
11) Sleeper - S6
12) Pantry - PC
13) Sleeper - S7
14) Sleeper - S8
15) AC 3 tier - B1
16) AC 3 tier - B2
17) AC 3 tier - B3
18) AC 2 tier - A1
19) AC 2 tier - A2
20) General - GN
21) General - GN
22) Parcel Van - VP
23) Parcel Van - VP
24) Gen/Disabled - GRD",,
416,4,416_4,Bot,Anything else I can assist you with ?,,
416,5,416_5,User,what is the price of 1ac ,train_fare,OOOOOClassCodeO
416,6,416_6,Bot,Please enter source station,,
416,7,416_7,User,"Sure, Virudunagar junction",inform,OSourceSource
416,8,416_8,Bot,What is your Destination?,,
416,9,416_9,User,I will travel to Bhopal  junction,inform,OOOODestinationDestinationDestination
416,10,416_10,Bot,Total Fare is Rs.4048,,
416,11,416_11,Bot,Let me know if I can help you with anything else.,,
416,12,416_12,User,No,deny,O
416,13,416_13,Bot,Sevak se sampark karne k liye dhanyawad,,
417,0,417_0,User,pranaam,greet,O
417,1,417_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
417,2,417_2,User,mujhe 12023 ka coach layout ka jaankari chahiye,coach_layout,OTrainNoOOOOOO
417,3,417_3,Bot,"1) Engine - ENG
2) DR2
3) D12
4) D11
5) D10
6) D9
7) D8
8) D7
9) D6
10) D5
11) D4
12) D3
13) D2
14) D1
15) C2
16) C1
17) DR1",,
417,4,417_4,Bot,Anything else I can assist you with ?,,
417,5,417_5,User,what is the price of 3AC,train_fare,OOOOOClassCode
417,6,417_6,Bot,What is your source station?,,
417,7,417_7,User,Yeah its Jasidih junction,inform,OOSourceSource
417,8,417_8,Bot,What Destination would you like to travel to?,,
417,9,417_9,User,"Sure, Hathidah junction",inform,ODestinationDestination
417,10,417_10,Bot,Total Fare is Rs.124,,
417,11,417_11,Bot,May I help you with anything else ?,,
417,12,417_12,User,Nahi,deny,O
417,13,417_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
418,0,418_0,User,namaste sevak,greet,OO
418,1,418_1,Bot,Hello. Apni query bataye,,
418,2,418_2,User,12616 ka coach layout,coach_layout,TrainNoOOO
418,3,418_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HA1
5) AC 2 tier - A1
6) AC 2 tier - A2
7) AC 3 tier - B1
8) AC 3 tier - B2
9) Sleeper - S1
10) Sleeper - S2
11) Sleeper - S3
12) Pantry - PC
13) Sleeper - S4
14) Sleeper - S5
15) Sleeper - S6
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) Sleeper - S13
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
418,4,418_4,Bot,May I help you with anything else ?,,
418,5,418_5,User,what is the ticket fare of sl,train_fare,OOOOOOClassCode
418,6,418_6,Bot,Tell us your source station,,
418,7,418_7,User,"Sure, Betul",inform,OSource
418,8,418_8,Bot,Where would you like to go?,,
418,9,418_9,User,Yeah its Sevagram,inform,OODestination
418,10,418_10,Bot,Total Fare is Rs.133.0,,
418,11,418_11,Bot,Let me know if I can help you with anything else.,,
418,12,418_12,User,Nahi,deny,O
418,13,418_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
419,0,419_0,User,Hey,greet,O
419,1,419_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
419,2,419_2,User,mujhe train 12513 me upalabdh coaches jaanna hai,coach_layout,OOTrainNoOOOOO
419,3,419_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) Sleeper - S1
4) Sleeper - S2
5) Sleeper - S3
6) AC 3 tier - B1
7) AC 3 tier - B2
8) AC 3 tier - B3
9) AC 2 tier - A1
10) AC 2 tier - AB1
11) AC 3 tier - B4
12) Sleeper - S4
13) Sleeper - S5
14) Sleeper - S6
15) Pantry - PC
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) General - GN
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
419,4,419_4,Bot,Anything else I can assist you with ?,,
419,5,419_5,User,what is the price of 1ac,train_fare,OOOOOClassCode
419,6,419_6,Bot,What is your source station?,,
419,7,419_7,User,Yeah its Cuttack,inform,OOSource
419,8,419_8,Bot,What travelling Destination you would like to go?,,
419,9,419_9,User,"Sure, New alipurdaur",inform,ODestinationDestination
419,10,419_10,Bot,Total Fare is Rs.2232,,
419,11,419_11,Bot,Anything else I can assist you with ?,,
419,12,419_12,User,Nahi,deny,O
419,13,419_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
420,0,420_0,User,namaste,greet,O
420,1,420_1,Bot,Hello. Apni query bataye,,
420,2,420_2,User,mujhe train ka coach layout dikhna hai,coach_layout,OOOOOOO
420,3,420_3,Bot,Please provide as your train number,,
420,4,420_4,User,12903,inform,TrainNo
420,5,420_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) Sleeper - S1E
4) Sleeper - S9
5) Sleeper - S8
6) Sleeper - S7
7) Sleeper - S6
8) Sleeper - S5
9) Sleeper - S4
10) Sleeper - S3
11) Sleeper - S2
12) Sleeper - S1
13) Pantry - PC
14) AC 3 tier - B4
15) AC 3 tier - B3
16) AC 3 tier - B2
17) AC 3 tier - B1
18) AC 2 tier - A2
19) AC 2 tier - A1
20) AC 1 tier - HA1
21) PP
22) General - GN
23) General - GN
24) Gen/Disabled - GRD
25) Parcel Van - VP",,
420,6,420_6,Bot,Anything else I can assist you with ?,,
420,7,420_7,User,what is the price of 1AC ,train_fare,OOOOOClassCodeO
420,8,420_8,Bot,What is your source station?,,
420,9,420_9,User,Yeah its Surat,inform,OOSource
420,10,420_10,Bot,Where are you looking to go?,,
420,11,420_11,User,Yeah its Ghaziabad,inform,OODestination
420,12,420_12,Bot,Total Fare is Rs.2274,,
420,13,420_13,Bot,May I help you with anything else ?,,
420,14,420_14,User,Nahi,deny,O
420,15,420_15,Bot,Sevak se sampark karne k liye dhanyawad,,
421,0,421_0,User,namaste sevak,greet,OO
421,1,421_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
421,2,421_2,User,layout of coaches,coach_layout,OOO
421,3,421_3,Bot,Please enter your train number,,
421,4,421_4,User,"Sure, 22917",inform,OTrainNo
421,5,421_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) D
4) General - GN
5) General - GN
6) Sleeper - S7
7) Sleeper - S6
8) Sleeper - S5
9) Sleeper - S4
10) Sleeper - S3
11) Sleeper - S2
12) Sleeper - S1
13) AC 3 tier - B2
14) AC 3 tier - B1
15) AC 2 tier - A1
16) AC 2 tier - AB1
17) General - GN
18) General - GN
19) General - GN
20) Gen/Disabled - GRD",,
421,6,421_6,Bot,Let me know if I can help you with anything else.,,
421,7,421_7,User,what is the ticket fare of CC ,train_fare,OOOOOOClassCodeO
421,8,421_8,Bot,What is your source station?,,
421,9,421_9,User,Yeah its Bandra terminus,inform,OOSourceSource
421,10,421_10,Bot,Where are you looking to go?,,
421,11,421_11,User,I will travel to Muzaffarnagar,inform,OOOODestination
421,12,421_12,Bot,Total Fare is Rs.373.0,,
421,13,421_13,Bot,Anything else I can assist you with ?,,
421,14,421_14,User,Bas aur kuch nahi,deny,OOOO
421,15,421_15,Bot,Sevak se sampark karne k liye dhanyawad,,
422,0,422_0,User,good evening,greet,OO
422,1,422_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
422,2,422_2,User,kya aap mujhe train ka coach layout show kar sakte ho,coach_layout,OOOOOOOOOOO
422,3,422_3,Bot,Can I have your train number,,
422,4,422_4,User,"Sure, 14055",inform,OTrainNo
422,5,422_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) AC 2 tier - A1
7) AC 3 tier - B3
8) AC 3 tier - B2
9) AC 3 tier - B1
10) Pantry - PC
11) Sleeper - S11
12) Sleeper - S10
13) Sleeper - S9
14) Sleeper - S8
15) Sleeper - S7
16) Sleeper - S6
17) Sleeper - S5
18) Sleeper - S4
19) Sleeper - S3
20) Sleeper - S2
21) Sleeper - S1
22) General - GN
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
422,6,422_6,Bot,Let me know if I can help you with anything else.,,
422,7,422_7,User,how much money,train_fare,OOO
422,8,422_8,Bot,Tell us your source station,,
422,9,422_9,User,"Sure, Bijni",inform,OSource
422,10,422_10,Bot,What Destination would you like to travel to?,,
422,11,422_11,User,Yeah its Sultanganj,inform,OODestination
422,12,422_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
422,13,422_13,User,SLEEPER,inform,ClassCode
422,14,422_14,Bot,Total Fare is Rs.351.5,,
422,15,422_15,Bot,Anything else I can assist you with ?,,
422,16,422_16,User,Bas aur kuch nahi,deny,OOOO
422,17,422_17,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
423,0,423_0,User,hi pal!,greet,OO
423,1,423_1,Bot,Hello. Apni query bataye,,
423,2,423_2,User,12704 mein kaunse coach uplabdh hain,coach_layout,TrainNoOOOOO
423,3,423_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) Sleeper - S8
13) Sleeper - S9
14) Sleeper - S10
15) Sleeper - S11
16) Sleeper - S12
17) Pantry - PC
18) Sleeper - S13
19) AC 3 tier - B1
20) AC 3 tier - B2
21) AC 3 tier - B3
22) AC 2 tier - A1
23) AC 1 tier - HA1
24) General - GN
25) Gen/Disabled - GRD",,
423,4,423_4,Bot,Anything else I can assist you with ?,,
423,5,423_5,User,what is the ticket fare of sl from Nalgonda to Howrah junction,train_fare,OOOOOOClassCodeOSourceODestinationDestination
423,6,423_6,Bot,Total Fare is Rs.717.5,,
423,7,423_7,Bot,Let me know if I can help you with anything else.,,
423,8,423_8,User,Nahi,deny,O
423,9,423_9,Bot,Sevak se sampark karne k liye dhanyawad,,
424,0,424_0,User,Hi Sevak,greet,OO
424,1,424_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
424,2,424_2,User,12938 me upalabdh coaches dikhlaye,coach_layout,TrainNoOOOO
424,3,424_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) Sleeper - S8
7) Sleeper - S7
8) Sleeper - S6
9) Sleeper - S5
10) Sleeper - S4
11) Sleeper - S3
12) Sleeper - S2
13) Sleeper - S1
14) AC 3 tier - B4
15) AC 3 tier - B3
16) AC 3 tier - B2
17) AC 3 tier - B1
18) AC 2 tier - A1
19) General - GN
20) General - GN
21) General - GN
22) Gen/Disabled - GRD",,
424,4,424_4,Bot,May I help you with anything else ?,,
424,5,424_5,User,what is the price of sleeper from Gaya junction to Ahmedabad junction,train_fare,OOOOOClassCodeOSourceSourceODestinationDestination
424,6,424_6,Bot,Total Fare is Rs.875.5,,
424,7,424_7,Bot,May I help you with anything else ?,,
424,8,424_8,User,No,deny,O
424,9,424_9,Bot,Sevak se sampark karne k liye dhanyawad,,
425,0,425_0,User,Hi Sevak,greet,OO
425,1,425_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
425,2,425_2,User,12522 ka coach layout dikhlaye,coach_layout,TrainNoOOOO
425,3,425_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 3 tier - B1
5) AC 3 tier - B2
6) AC 3 tier - B3
7) AC 2 tier - A1
8) Pantry - PC
9) Sleeper - S1
10) Sleeper - S2
11) Sleeper - S3
12) Sleeper - S4
13) Sleeper - S5
14) Sleeper - S6
15) Sleeper - S7
16) Sleeper - S8
17) Sleeper - S9
18) Sleeper - S10
19) Sleeper - S11
20) Sleeper - S12
21) Sleeper - S13
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
425,4,425_4,Bot,Let me know if I can help you with anything else.,,
425,5,425_5,User,what is the price of CC,train_fare,OOOOOClassCode
425,6,425_6,Bot,Please enter source station,,
425,7,425_7,User,Yeah its Chandrapur,inform,OOSource
425,8,425_8,Bot,What Destination would you like to travel to?,,
425,9,425_9,User,"Sure, Khalilabad",inform,ODestination
425,10,425_10,Bot,Total Fare is Rs.353.5,,
425,11,425_11,Bot,May I help you with anything else ?,,
425,12,425_12,User,Nahi,deny,O
425,13,425_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
426,0,426_0,User,Hi Sevak,greet,OO
426,1,426_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
426,2,426_2,User,trains coaches information ,coach_layout,OOOO
426,3,426_3,Bot,"Sir, what’s your train number",,
426,4,426_4,User,"Sure, 12622",inform,OTrainNo
426,5,426_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HA1
5) AC 2 tier - A1
6) AC 2 tier - A2
7) AC 2 tier - A3
8) AC 3 tier - B1
9) AC 3 tier - B2
10) Sleeper - S1
11) Sleeper - S2
12) Sleeper - S3
13) Sleeper - S4
14) Pantry - PC
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) Sleeper - S10
21) Sleeper - S11
22) Sleeper - S12
23) Sleeper - S13
24) General - GN
25) Gen/Disabled - GRD",,
426,6,426_6,Bot,May I help you with anything else ?,,
426,7,426_7,User,train fare,train_fare,OO
426,8,426_8,Bot,Tell us your source station,,
426,9,426_9,User,Yeah its Jhansi junction,inform,OOSourceSource
426,10,426_10,Bot,What travelling Destination you would like to go?,,
426,11,426_11,User,Yeah its Warangal,inform,OODestination
426,12,426_12,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
426,13,426_13,User,2A,inform,ClassCode
426,14,426_14,Bot,Total Fare is Rs.1701.0,,
426,15,426_15,Bot,Anything else I can assist you with ?,,
426,16,426_16,User,Nahi,deny,O
426,17,426_17,Bot,Sevak se sampark karne k liye dhanyawad,,
427,0,427_0,User,namaskar ji,greet,OO
427,1,427_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
427,2,427_2,User,may i see the layout of train,coach_layout,OOOOOOO
427,3,427_3,Bot,Please enter your train number,,
427,4,427_4,User,Sorry man! its 12628,inform,OOOTrainNo
427,5,427_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - H1
5) AC 2 tier - A2
6) AC 2 tier - A1
7) AC 3 tier - B3
8) AC 3 tier - B2
9) AC 3 tier - B1
10) Sleeper - S13
11) Sleeper - S12
12) Sleeper - S11
13) Pantry - PC
14) Sleeper - S10
15) Sleeper - S9
16) Sleeper - S8
17) Sleeper - S7
18) Sleeper - S6
19) Sleeper - S5
20) Sleeper - S4
21) Sleeper - S3
22) Sleeper - S2
23) Sleeper - S1
24) General - GN
25) Gen/Disabled - GRD",,
427,6,427_6,Bot,Anything else I can assist you with ?,,
427,7,427_7,User,what is the cost of 3a,train_fare,OOOOOClassCode
427,8,427_8,Bot,What will be your source station?,,
427,9,427_9,User,"Sure, Manmad junction",inform,OSourceSource
427,10,427_10,Bot,What is your Destination?,,
427,11,427_11,User,Yeah its Wadi,inform,OODestination
427,12,427_12,Bot,Total Fare is Rs.574,,
427,13,427_13,Bot,May I help you with anything else ?,,
427,14,427_14,User,No,deny,O
427,15,427_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
428,0,428_0,User,namaste sevak,greet,OO
428,1,428_1,Bot,Hello. Apni query bataye,,
428,2,428_2,User,can you show me the train layout,coach_layout,OOOOOOO
428,3,428_3,Bot,"Sir, what’s your train number",,
428,4,428_4,User,"Sure, 12509",inform,OTrainNo
428,5,428_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) Sleeper - S1
4) Sleeper - S2
5) Pantry - PC
6) Sleeper - S3
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) AC 3 tier - B4
11) AC 3 tier - B5
12) AC 2 tier - A1
13) AC 3 tier - B6
14) AC 3 tier - B7
15) AC 2 tier - A2
16) Sleeper - S4
17) Sleeper - S5
18) Sleeper - S6
19) Sleeper - S7
20) Sleeper - S8
21) Sleeper - S9
22) Sleeper - S10
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
428,6,428_6,Bot,May I help you with anything else ?,,
428,7,428_7,User,ticket fare,train_fare,OO
428,8,428_8,Bot,Please enter source station,,
428,9,428_9,User,I will travel from Jajpur k road,inform,OOOOSourceSourceSource
428,10,428_10,Bot,What is your Destination?,,
428,11,428_11,User,"Sure, Balasore",inform,ODestination
428,12,428_12,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
428,13,428_13,User,3A,inform,ClassCode
428,14,428_14,Bot,Total Fare is Rs.106,,
428,15,428_15,Bot,Let me know if I can help you with anything else.,,
428,16,428_16,User,Nahi,deny,O
428,17,428_17,Bot,Sevak se sampark karne k liye dhanyawad,,
429,0,429_0,User,Hello,greet,O
429,1,429_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
429,2,429_2,User,can you tell me coache layout,coach_layout,OOOOOO
429,3,429_3,Bot,Please enter valid train number,,
429,4,429_4,User,Oh! 12916,inform,OTrainNo
429,5,429_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 1 tier - HA1
6) AC 2 tier - A1
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) Sleeper - S13
11) Sleeper - S12
12) Sleeper - S11
13) Sleeper - S10
14) Sleeper - S9
15) Sleeper - S8
16) Sleeper - S7
17) Sleeper - S6
18) Sleeper - S5
19) Sleeper - S4
20) Sleeper - S3
21) Sleeper - S2
22) Sleeper - S1
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
429,6,429_6,Bot,Anything else I can assist you with ?,,
429,7,429_7,User,how much money,train_fare,OOO
429,8,429_8,Bot,What will be your source station?,,
429,9,429_9,User,I will travel from Bandikui junction,inform,OOOOSourceSource
