Conversation_ID,Turn_No,Utterance_ID,Speaker,Utterance,Intent,Slots
785,2,785_2,USER,Train no 15648 ka current status kya hai on 17-03-2020,trainStatus,00TrainNo000000Date
785,3,785_3,BOT,Train is at GUWAHATI.,,
785,4,785_4,BOT,Sevak se sampark karne k liye dhanyawad,,
786,0,786_0,USER,pranaam,greet,0
786,1,786_1,BOT,Hello. Apni query bataye,,
786,2,786_2,USER,12652 ka status check karo on 18-03-2020,trainStatus,TrainNo00000Date
786,3,786_3,BOT,Train is at H NIZAMUDDIN.,,
786,4,786_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
787,0,787_0,USER,hi pal!,greet,00
787,1,787_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
787,2,787_2,USER,mujhe running status status janna hai train no 15647 on 19-03-2020,trainStatus,00000000TrainNo0Date
787,3,787_3,BOT,Train is at LOKMANYATILAK T.,,
787,4,787_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
788,0,788_0,USER,Hello,greet,0
788,1,788_1,BOT,Hello. Apni query bataye,,
788,2,788_2,USER,18-03-2020 ka  22931 train ka running status dekhna,trainStatus,Date00TrainNo00000
788,3,788_3,BOT,Train is at BANDRA TERMINUS.,,
788,4,788_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
789,0,789_0,USER,good evening,greet,00
789,1,789_1,BOT,Hello. Apni query bataye,,
789,2,789_2,USER,abhi 22625 ka running status check karo,trainStatus,0TrainNo00000
789,3,789_3,BOT,Aap kis tareekh ko travel karenge,,
789,4,789_4,USER,19-03-2020,inform,Date
789,5,789_5,BOT,Train is at CHENNAI CENTRAL.,,
789,6,789_6,BOT,Sevak se sampark karne k liye dhanyawad,,
790,0,790_0,USER,good evening,greet,00
790,1,790_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
790,2,790_2,USER,kaha par hai train 12312,trainStatus,0000TrainNo
790,3,790_3,BOT,Aap kis tareekh ko travel karenge,,
790,4,790_4,USER,19-03-2020,inform,Date
790,5,790_5,BOT,Train is at KALKA.,,
790,6,790_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
791,0,791_0,USER,Hello,greet,0
791,1,791_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
791,2,791_2,USER,Train no 12622 k current status batao on 19-03-2020,trainStatus,00TrainNo00000Date
791,3,791_3,BOT,Train is at NEW DELHI.,,
791,4,791_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
792,0,792_0,USER,Hi Sevak,greet,00
792,1,792_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
792,2,792_2,USER,12917 kaha tak pahuch gaye train for 18-03-2020,trainStatus,TrainNo000000Date
792,3,792_3,BOT,Train is at AHMEDABAD JUNCTION.,,
792,4,792_4,BOT,Sevak se sampark karne k liye dhanyawad,,
793,0,793_0,USER,namaste sevak,greet,00
793,1,793_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
793,2,793_2,USER,Train no 12424 k running status kya hai for 19-03-2020,trainStatus,00TrainNo000000Date
793,3,793_3,BOT,Train is at NEW DELHI.,,
793,4,793_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
794,0,794_0,USER,good evening,greet,00
794,1,794_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
794,2,794_2,USER,Train no 12248 ka running status kya hai,trainStatus,00TrainNo00000
794,3,794_3,BOT,Aap kis tareekh ko travel karenge,,
794,4,794_4,USER,17-03-2020,inform,Date
794,5,794_5,BOT,Train is at H NIZAMUDDIN.,,
794,6,794_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
795,0,795_0,USER,Hi Sevak,greet,00
795,1,795_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
795,2,795_2,USER,Mujhe 12650 ki  location 17-03-2020 ke liye dena ,trainStatus,0TrainNo000Date0000
795,3,795_3,BOT,Train is at H NIZAMUDDIN.,,
795,4,795_4,BOT,Sevak se sampark karne k liye dhanyawad,,
796,0,796_0,USER,Hello,greet,0
796,1,796_1,BOT,Hello. Apni query bataye,,
796,2,796_2,USER,train ka live status check karo,trainStatus,000000
796,3,796_3,BOT,Please enter valid train number,,
796,4,796_4,USER,Sorry man! its 12332,inform,00000TrainNo
796,5,796_5,BOT,Aap kis tareekh ko travel karenge,,
796,6,796_6,USER,19-03-2020,inform,Date
796,7,796_7,BOT,Train is at JAMMU TAWI.,,
796,8,796_8,BOT,Sevak se sampark karne k liye dhanyawad,,
797,0,797_0,USER,Hi Sevak,greet,00
797,1,797_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
797,2,797_2,USER,15228 current position batao on 17-03-2020,trainStatus,TrainNo0000Date
797,3,797_3,BOT,Train is at MUZAFFARPUR JUNCTION.,,
797,4,797_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
798,0,798_0,USER,namaste sevak,greet,00
798,1,798_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
798,2,798_2,USER,Train no 12305 ka running status check karo,trainStatus,00TrainNo00000
798,3,798_3,BOT,Aap kis tareekh ko travel karenge,,
798,4,798_4,USER,17-03-2020,inform,Date
798,5,798_5,BOT,Train is at HOWRAH JUNCTION.,,
798,6,798_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
799,0,799_0,USER,good evening,greet,00
799,1,799_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
799,2,799_2,USER,Train no 12509 ka running status check karo for 18-03-2020,trainStatus,00TrainNo000000Date
799,3,799_3,BOT,Train is at BANGALORE CY JUNCTION.,,
799,4,799_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
800,0,800_0,USER,Hi Sevak,greet,00
800,1,800_1,BOT,Hello. Apni query bataye,,
800,2,800_2,USER,may i know the running status of train,trainStatus,00000000
800,3,800_3,BOT,Can I have your train number,,
800,4,800_4,USER,Oh! 12510,inform,0000000TrainNo
800,5,800_5,BOT,Aap kis tareekh ko travel karenge,,
800,6,800_6,USER,17-03-2020,inform,Date
800,7,800_7,BOT,Train is at GUWAHATI.,,
800,8,800_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
801,0,801_0,USER,namaste sevak,greet,00
801,1,801_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
801,2,801_2,USER,Train no 19714 ka current status check karo on 18-03-2020,trainStatus,00TrainNo000000Date
801,3,801_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
801,4,801_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
802,0,802_0,USER,Hey,greet,0
802,1,802_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
802,2,802_2,USER,12509 k status batao,trainStatus,TrainNo000
802,3,802_3,BOT,Aap kis tareekh ko travel karenge,,
802,4,802_4,USER,17-03-2020,inform,Date
802,5,802_5,BOT,Train is at BANGALORE CY JUNCTION.,,
802,6,802_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
803,0,803_0,USER,Hi Sevak,greet,00
803,1,803_1,BOT,Hello. Apni query bataye,,
803,2,803_2,USER,currently 19707 kaha tak pahuch gaye train for 19-03-2020,trainStatus,0TrainNo000000Date
803,3,803_3,BOT,Train is at BANDRA TERMINUS.,,
803,4,803_4,BOT,Sevak se sampark karne k liye dhanyawad,,
804,0,804_0,USER,namaskar ji,greet,00
804,1,804_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
804,2,804_2,USER,abhi train no 12840 ka running status check karo for 17-03-2020,trainStatus,000TrainNo000000Date
804,3,804_3,BOT,Train is at CHENNAI CENTRAL.,,
804,4,804_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
805,0,805_0,USER,namaste,greet,0
805,1,805_1,BOT,Hello. Apni query bataye,,
805,2,805_2,USER,19-03-2020 12359 ka current running status kya hai,trainStatus,DateTrainNo000000
805,3,805_3,BOT,Train is at KOLKATA.,,
805,4,805_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
806,0,806_0,USER,namaste,greet,0
806,1,806_1,BOT,Hello. Apni query bataye,,
806,2,806_2,USER,19-03-2020 12305 ka running status kya hai,trainStatus,DateTrainNo00000
806,3,806_3,BOT,Train is at HOWRAH JUNCTION.,,
806,4,806_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
807,0,807_0,USER,hi pal!,greet,00
807,1,807_1,BOT,Hello. Apni query bataye,,
807,2,807_2,USER,19413 ki current location kya hai,trainStatus,TrainNo00000
807,3,807_3,BOT,Aap kis tareekh ko travel karenge,,
807,4,807_4,USER,17-03-2020,inform,Date
807,5,807_5,BOT,Train is at AHMEDABAD JUNCTION.,,
807,6,807_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
808,0,808_0,USER,pranaam,greet,0
808,1,808_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
808,2,808_2,USER,14707 running status batao,trainStatus,TrainNo000
808,3,808_3,BOT,Aap kis tareekh ko travel karenge,,
808,4,808_4,USER,17-03-2020,inform,Date
808,5,808_5,BOT,Train is at BIKANER JUNCTION.,,
808,6,808_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
809,0,809_0,USER,Hi Sevak,greet,00
809,1,809_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
809,2,809_2,USER,Train no 12952 k running status batao for 18-03-2020,trainStatus,00TrainNo00000Date
809,3,809_3,BOT,Train is at NEW DELHI.,,
809,4,809_4,BOT,Sevak se sampark karne k liye dhanyawad,,
810,0,810_0,USER,good evening,greet,00
810,1,810_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
810,2,810_2,USER,abhi 22685 ka running status check karo on 17-03-2020,trainStatus,0TrainNo000000Date
810,3,810_3,BOT,Train is at YESVANTPUR JUNCTION.,,
810,4,810_4,BOT,Sevak se sampark karne k liye dhanyawad,,
811,0,811_0,USER,Hello,greet,0
811,1,811_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
811,2,811_2,USER,may i know the running status of train,trainStatus,00000000
811,3,811_3,BOT,"Sir, what’s your train number",,
811,4,811_4,USER,My bad 12630,inform,0000000TrainNo
811,5,811_5,BOT,Aap kis tareekh ko travel karenge,,
811,6,811_6,USER,19-03-2020,inform,Date
811,7,811_7,BOT,Train is at H NIZAMUDDIN.,,
811,8,811_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
812,0,812_0,USER,hi pal!,greet,00
812,1,812_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
812,2,812_2,USER,abhi 12329 kaha hai,trainStatus,0TrainNo00
812,3,812_3,BOT,Aap kis tareekh ko travel karenge,,
812,4,812_4,USER,17-03-2020,inform,Date
812,5,812_5,BOT,Train is at SEALDAH.,,
812,6,812_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
813,0,813_0,USER,good evening,greet,00
813,1,813_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
813,2,813_2,USER,abhi train no 12401 ka running status check karo for 17-03-2020,trainStatus,000TrainNo000000Date
813,3,813_3,BOT,Train is at ISLAMPUR.,,
813,4,813_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
814,0,814_0,USER,Hi Sevak,greet,00
814,1,814_1,BOT,Hello. Apni query bataye,,
814,2,814_2,USER,abhi 18111 ka running status check karo on 19-03-2020,trainStatus,0TrainNo000000Date
814,3,814_3,BOT,Train is at TATANAGAR JUNCTION.,,
814,4,814_4,BOT,Sevak se sampark karne k liye dhanyawad,,
815,0,815_0,USER,namaste,greet,0
815,1,815_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
815,2,815_2,USER,12612 kaha tak pahuch gaye train,trainStatus,TrainNo00000
815,3,815_3,BOT,Aap kis tareekh ko travel karenge,,
815,4,815_4,USER,17-03-2020,inform,Date
815,5,815_5,BOT,Train is at H NIZAMUDDIN.,,
815,6,815_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
816,0,816_0,USER,namaste,greet,0
816,1,816_1,BOT,Hello. Apni query bataye,,
816,2,816_2,USER,12591 status batao on 17-03-2020,trainStatus,TrainNo000Date
816,3,816_3,BOT,Train is at GORAKHPUR JUNCTION.,,
816,4,816_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
817,0,817_0,USER,namaste sevak,greet,00
817,1,817_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
817,2,817_2,USER,Mujhe 12301 ka location btana ,trainStatus,0TrainNo0000
817,3,817_3,BOT,Aap kis tareekh ko travel karenge,,
817,4,817_4,USER,19-03-2020,inform,Date
817,5,817_5,BOT,Train is at HOWRAH JUNCTION.,,
817,6,817_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
818,0,818_0,USER,hi pal!,greet,00
818,1,818_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
818,2,818_2,USER,meri train 15647 19-03-2020 date ke liye locate karke btana,trainStatus,00TrainNoDate000000
818,3,818_3,BOT,Train is at LOKMANYATILAK T.,,
818,4,818_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
819,0,819_0,USER,Hey,greet,0
819,1,819_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
819,2,819_2,USER,Train no 11464 ka current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
819,3,819_3,BOT,Train is at JABALPUR.,,
819,4,819_4,BOT,Sevak se sampark karne k liye dhanyawad,,
820,0,820_0,USER,pranaam,greet,0
820,1,820_1,BOT,Hello. Apni query bataye,,
820,2,820_2,USER,train no 19063 abhi kaha hai,trainStatus,00TrainNo000
820,3,820_3,BOT,Aap kis tareekh ko travel karenge,,
820,4,820_4,USER,18-03-2020,inform,Date
820,5,820_5,BOT,Train is at BANDRA TERMINUS.,,
820,6,820_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
821,0,821_0,USER,pranaam,greet,0
821,1,821_1,BOT,Hello. Apni query bataye,,
821,2,821_2,USER,kaha tak pahuch gaye train 13119 for 18-03-2020,trainStatus,00000TrainNo0Date
821,3,821_3,BOT,Train is at SEALDAH.,,
821,4,821_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
822,0,822_0,USER,Hey,greet,0
822,1,822_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
822,2,822_2,USER,12434 status batao on 19-03-2020,trainStatus,TrainNo000Date
822,3,822_3,BOT,Train is at H NIZAMUDDIN.,,
822,4,822_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
823,0,823_0,USER,pranaam,greet,0
823,1,823_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
823,2,823_2,USER,Train no 19708 ka current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
823,3,823_3,BOT,Train is at JAIPUR.,,
823,4,823_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
824,0,824_0,USER,Hey,greet,0
824,1,824_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
824,2,824_2,USER,Train no 12309 ka running status check karo for 18-03-2020,trainStatus,00TrainNo000000Date
824,3,824_3,BOT,Train is at RJNDR NGR BIHAR.,,
824,4,824_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
825,0,825_0,USER,hi pal!,greet,00
825,1,825_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
825,2,825_2,USER,12410 kaha tak pahuch gaye on 19-03-2020,trainStatus,TrainNo00000Date
825,3,825_3,BOT,Train is at H NIZAMUDDIN.,,
825,4,825_4,BOT,Sevak se sampark karne k liye dhanyawad,,
826,0,826_0,USER,pranaam,greet,0
826,1,826_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
826,2,826_2,USER,mujhe train ka running status batao,trainStatus,000000
826,3,826_3,BOT,"Sir, what’s your train number",,
826,4,826_4,USER,"Sure, 12302",inform,00000TrainNo
826,5,826_5,BOT,Aap kis tareekh ko travel karenge,,
826,6,826_6,USER,18-03-2020,inform,Date
826,7,826_7,BOT,Train is at NEW DELHI.,,
826,8,826_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
827,0,827_0,USER,Hello,greet,0
827,1,827_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
827,2,827_2,USER,kaha tak pahuch gaye train 15667 for 17-03-2020,trainStatus,00000TrainNo0Date
827,3,827_3,BOT,Train is at GANDHIDHAM BG.,,
827,4,827_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
828,0,828_0,USER,Hello,greet,0
828,1,828_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
828,2,828_2,USER,currently kaha tak pahuch gaye train 12578,trainStatus,000000TrainNo
828,3,828_3,BOT,Aap kis tareekh ko travel karenge,,
828,4,828_4,USER,17-03-2020,inform,Date
828,5,828_5,BOT,Train is at MYSORE JUNCTION.,,
828,6,828_6,BOT,Sevak se sampark karne k liye dhanyawad,,
829,0,829_0,USER,Hello,greet,0
829,1,829_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
829,2,829_2,USER,kaha par hai train 22626,trainStatus,0000TrainNo
829,3,829_3,BOT,Aap kis tareekh ko travel karenge,,
829,4,829_4,USER,18-03-2020,inform,Date
829,5,829_5,BOT,Train is at BANGALORE CY JUNCTION.,,
829,6,829_6,BOT,Sevak se sampark karne k liye dhanyawad,,
830,0,830_0,USER,Hello,greet,0
830,1,830_1,BOT,Hello. Apni query bataye,,
830,2,830_2,USER,12926 kaha par hai,trainStatus,TrainNo000
830,3,830_3,BOT,Aap kis tareekh ko travel karenge,,
830,4,830_4,USER,17-03-2020,inform,Date
830,5,830_5,BOT,Train is at AMRITSAR JUNCTION.,,
830,6,830_6,BOT,Sevak se sampark karne k liye dhanyawad,,
831,0,831_0,USER,namaste,greet,0
831,1,831_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
831,2,831_2,USER,abhi train no 12915 ka status kya hai,trainStatus,000TrainNo0000
831,3,831_3,BOT,Aap kis tareekh ko travel karenge,,
831,4,831_4,USER,18-03-2020,inform,Date
831,5,831_5,BOT,Train is at AHMEDABAD JUNCTION.,,
831,6,831_6,BOT,Sevak se sampark karne k liye dhanyawad,,
832,0,832_0,USER,pranaam,greet,0
832,1,832_1,BOT,Hello. Apni query bataye,,
832,2,832_2,USER,train ka status check karo,trainStatus,00000
832,3,832_3,BOT,Please provide as your train number,,
832,4,832_4,USER,My bad 12803,inform,0000TrainNo
832,5,832_5,BOT,Aap kis tareekh ko travel karenge,,
832,6,832_6,USER,17-03-2020,inform,Date
832,7,832_7,BOT,Train is at VISHAKAPATNAM.,,
832,8,832_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
833,0,833_0,USER,Hi Sevak,greet,00
833,1,833_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
833,2,833_2,USER,12437 kaha tak pahuch gaye on 17-03-2020,trainStatus,TrainNo00000Date
833,3,833_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
833,4,833_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
834,0,834_0,USER,namaste sevak,greet,00
834,1,834_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
834,2,834_2,USER,22688 ki current location kya hai,trainStatus,TrainNo00000
834,3,834_3,BOT,Aap kis tareekh ko travel karenge,,
834,4,834_4,USER,18-03-2020,inform,Date
834,5,834_5,BOT,Train is at CHANDIGARH.,,
834,6,834_6,BOT,Sevak se sampark karne k liye dhanyawad,,
835,0,835_0,USER,Hey,greet,0
835,1,835_1,BOT,Hello. Apni query bataye,,
835,2,835_2,USER,mujhe live status check karna hai,trainStatus,000000
835,3,835_3,BOT,Please enter valid train number,,
835,4,835_4,USER,My bad 12303,inform,00000TrainNo
835,5,835_5,BOT,Aap kis tareekh ko travel karenge,,
835,6,835_6,USER,17-03-2020,inform,Date
835,7,835_7,BOT,Train is at HOWRAH JUNCTION.,,
835,8,835_8,BOT,Sevak se sampark karne k liye dhanyawad,,
836,0,836_0,USER,pranaam,greet,0
836,1,836_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
836,2,836_2,USER,12245 kaha tak pahuch gaye train for 19-03-2020,trainStatus,TrainNo000000Date
836,3,836_3,BOT,Train is at HOWRAH JUNCTION.,,
836,4,836_4,BOT,Sevak se sampark karne k liye dhanyawad,,
837,0,837_0,USER,Hey,greet,0
837,1,837_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
837,2,837_2,USER,19-03-2020 ke liye 19031 ka running status btana ,trainStatus,Date00TrainNo00000
837,3,837_3,BOT,Train is at AHMEDABAD JUNCTION.,,
837,4,837_4,BOT,Sevak se sampark karne k liye dhanyawad,,
838,0,838_0,USER,namaskar ji,greet,00
838,1,838_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
838,2,838_2,USER,22423 kaha par hai,trainStatus,TrainNo000
838,3,838_3,BOT,Aap kis tareekh ko travel karenge,,
838,4,838_4,USER,19-03-2020,inform,Date
838,5,838_5,BOT,Train is at DIBRUGARH TOWN.,,
838,6,838_6,BOT,Sevak se sampark karne k liye dhanyawad,,
839,0,839_0,USER,good evening,greet,00
839,1,839_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
839,2,839_2,USER,train ka live status check karo,trainStatus,000000
839,3,839_3,BOT,"Sir, what’s your train number",,
839,4,839_4,USER,Yeah its 22916,inform,00000TrainNo
839,5,839_5,BOT,Aap kis tareekh ko travel karenge,,
839,6,839_6,USER,19-03-2020,inform,Date
839,7,839_7,BOT,Train is at HISAR.,,
839,8,839_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
840,0,840_0,USER,pranaam,greet,0
840,1,840_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
840,2,840_2,USER,12515 status batao on 17-03-2020,trainStatus,TrainNo000Date
840,3,840_3,BOT,Train is at TRIVANDRUM CNTL.,,
840,4,840_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
841,0,841_0,USER,hi pal!,greet,00
841,1,841_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
841,2,841_2,USER,kaha par hai train 12917 for 19-03-2020,trainStatus,0000TrainNo0Date
841,3,841_3,BOT,Train is at AHMEDABAD JUNCTION.,,
841,4,841_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
842,0,842_0,USER,Hi Sevak,greet,00
842,1,842_1,BOT,Hello. Apni query bataye,,
842,2,842_2,USER,Train no 12402 ka running status batao for 18-03-2020,trainStatus,00TrainNo00000Date
842,3,842_3,BOT,Train is at NEW DELHI.,,
842,4,842_4,BOT,Sevak se sampark karne k liye dhanyawad,,
843,0,843_0,USER,good evening,greet,00
843,1,843_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
843,2,843_2,USER,mujhe live status check karna hai,trainStatus,000000
843,3,843_3,BOT,Please enter valid train number,,
843,4,843_4,USER,12401,inform,00000TrainNo
843,5,843_5,BOT,Aap kis tareekh ko travel karenge,,
843,6,843_6,USER,19-03-2020,inform,Date
843,7,843_7,BOT,Train is at ISLAMPUR.,,
843,8,843_8,BOT,Sevak se sampark karne k liye dhanyawad,,
844,0,844_0,USER,good evening,greet,00
844,1,844_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
844,2,844_2,USER,Train no 13133 k current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
844,3,844_3,BOT,Train is at SEALDAH.,,
844,4,844_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
845,0,845_0,USER,Hello,greet,0
845,1,845_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
845,2,845_2,USER,currently kaha tak pahuch gaye train 12618 for 18-03-2020,trainStatus,000000TrainNo0Date
845,3,845_3,BOT,Train is at H NIZAMUDDIN.,,
845,4,845_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
846,0,846_0,USER,Hi Sevak,greet,00
846,1,846_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
846,2,846_2,USER,kaha par hai train 22351,trainStatus,0000TrainNo
846,3,846_3,BOT,Aap kis tareekh ko travel karenge,,
846,4,846_4,USER,17-03-2020,inform,Date
846,5,846_5,BOT,Train is at DANAPUR.,,
846,6,846_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
847,0,847_0,USER,Hey,greet,0
847,1,847_1,BOT,Hello. Apni query bataye,,
847,2,847_2,USER,abhi train no 12926 kaha hai,trainStatus,000TrainNo00
847,3,847_3,BOT,Aap kis tareekh ko travel karenge,,
847,4,847_4,USER,19-03-2020,inform,Date
847,5,847_5,BOT,Train is at AMRITSAR JUNCTION.,,
847,6,847_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
848,0,848_0,USER,namaskar ji,greet,00
848,1,848_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
848,2,848_2,USER,Train no 12642 ka current status check karo on 18-03-2020,trainStatus,00TrainNo000000Date
848,3,848_3,BOT,Train is at H NIZAMUDDIN.,,
848,4,848_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
849,0,849_0,USER,good evening,greet,00
849,1,849_1,BOT,Hello. Apni query bataye,,
849,2,849_2,USER,abhi train no 12577 ka running status check karo,trainStatus,000TrainNo00000
849,3,849_3,BOT,Aap kis tareekh ko travel karenge,,
849,4,849_4,USER,19-03-2020,inform,Date
849,5,849_5,BOT,Train is at DARBHANGA JUNCTION.,,
849,6,849_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
850,0,850_0,USER,Hello,greet,0
850,1,850_1,BOT,Hello. Apni query bataye,,
850,2,850_2,USER,12657 ka  running status on  18-03-2020 ke liye dekhna,trainStatus,TrainNo000000Date000
850,3,850_3,BOT,Train is at CHENNAI CENTRAL.,,
850,4,850_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
851,0,851_0,USER,Hello,greet,0
851,1,851_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
851,2,851_2,USER,please tell me running status of train,trainStatus,0000000
851,3,851_3,BOT,Please enter valid train number,,
851,4,851_4,USER,Yeah its 12610,inform,000000TrainNo
851,5,851_5,BOT,Aap kis tareekh ko travel karenge,,
851,6,851_6,USER,18-03-2020,inform,Date
851,7,851_7,BOT,Train is at BANGALORE CY JUNCTION.,,
